instance_id,gpt41,o4mini,claude4
pytest-dev__pytest-11125,1.000062108,0.24734503,1.314740187
django__django-14404,1.414560795,0.582517505,1.960078323
pytest-dev__pytest-10482,0.007167191,0.005425245,0.008970726
sympy__sympy-20916,0.013328177,0.008884072,0.016810286
django__django-13809,1.0000633,0.893368065,1.178807804
django__django-12231,1.000174165,0.856556833,1.2174424400000001
django__django-14463,0.011218692,0.003779978,0.01525907
django__django-12237,1.000010252,0.905695498,1.181162676
psf__requests-1963,0.017499669,0.014175296,0.021660431
mwaskom__seaborn-3407,1.000024557,0.250189811,1.313561585
matplotlib__matplotlib-26341,1.000071764,0.815483153,1.235456337
matplotlib__matplotlib-25052,1.414225817,0.589306772,1.983412499
pydata__xarray-6882,0.001105582,0.000606149,0.0014525529999999999
pydata__xarray-6971,0.008342954,0.005523056,0.010848942
django__django-16501,0.030704739,0.005523354,0.040777298000000003
django__django-16143,0.01363024,0.011060387,0.016404997
matplotlib__matplotlib-26113,0.010900022,0.00615415,0.014192791
matplotlib__matplotlib-25779,0.017372353,0.014606357,0.021412868
scikit-learn__scikit-learn-25363,1.00007093,0.858066201,1.19268668
django__django-10287,0.008779309,0.001820564,0.011693708
sympy__sympy-14082,0.016644424,0.011862218,0.021222538000000003
django__django-14969,1.000045896,0.541146517,1.360368842
astropy__astropy-13236,1.000026345,0.912158191,1.182489457
django__django-13671,0.016620893,0.014478803,0.019516659000000002
scikit-learn__scikit-learn-14898,0.016525647,0.014190435,0.019687715
matplotlib__matplotlib-21490,0.006718183,0.005402714,0.008335323
sympy__sympy-19346,0.022360319,0.019542962,0.026971244999999998
matplotlib__matplotlib-24403,0.015726959,0.013492584,0.019076835
pytest-dev__pytest-9798,0.002240604,0.001795977,0.002656358
sympy__sympy-17655,0.001650221,0.00057587,0.002239759
django__django-14266,0.002713879,0.000370175,0.003792258
sympy__sympy-15320,0.017675325,0.006176531,0.02400743
sympy__sympy-23824,0.005724468,0.000142604,0.008210643
scikit-learn__scikit-learn-14067,0.005691276,0.004097432,0.00721874
scikit-learn__scikit-learn-10687,0.005556879,0.003173172,0.007343099
sympy__sympy-22236,0.005849996,0.005001068,0.006903197999999999
django__django-15744,0.021157563,0.011734962,0.028219754
scikit-learn__scikit-learn-19664,0.012856383,0.011139601,0.015292937000000001
django__django-15689,0.005659507,0.00398162,0.007069199
django__django-11088,1.000221252,0.716327786,1.23870137
django__django-15863,0.013751594,0.012224525,0.016196499
pydata__xarray-7112,1.000002027,0.254776329,1.339546136
pytest-dev__pytest-7205,0.001514265,6.7e-05,0.002141061
django__django-14387,0.013797508,0.001566112,0.018372302
django__django-12906,0.015163109,0.009849191,0.019821629
django__django-13691,0.01102013,0.008968204,0.013569415
mwaskom__seaborn-2813,0.008243727,0.006535351,0.010198401999999999
django__django-11239,0.012808513,0.011553526,0.015119212
django__django-14599,1.000037193,0.90101999,1.1802804180000002
sympy__sympy-12183,1.000361085,0.414387494,1.369642216
django__django-15851,1.000222683,0.394577175,1.273571804
sympy__sympy-17103,0.002940241,0.000265926,0.004069934
sympy__sympy-16988,1.000076175,0.664605081,1.309417194
sympy__sympy-16597,0.007101056,0.001732886,0.009484378
astropy__astropy-7008,0.013550844,0.006123662,0.018629886999999998
sympy__sympy-19110,0.004953197,0.003520429,0.00622724
django__django-13964,0.008973344,0.00151816,0.012163307
pydata__xarray-5233,0.0077659,0.005967587,0.009776776000000001
psf__requests-4106,0.00314478,8.51e-05,0.004398503999999999
pydata__xarray-4687,0.007287528,0.00270322,0.009819879
matplotlib__matplotlib-23348,1.000142574,0.841500044,1.199691153
scikit-learn__scikit-learn-13368,0.0054914,0.004062623,0.007091332
sympy__sympy-11919,0.014704932,0.004353821,0.019776703
psf__requests-1142,1.000001073,0.899764061,1.179956007
django__django-13682,0.013783239,0.0074898,0.018298887
sympy__sympy-13971,0.011934848,0.009347796,0.014909275
scikit-learn__scikit-learn-13467,1.00002861,0.841299117,1.231581133
pylint-dev__pylint-6937,0.001853686,0.000104368,0.0025693829999999997
matplotlib__matplotlib-23266,1.000049233,0.906580031,1.181413178
django__django-11797,0.003180942,0.000761479,0.004459319
sympy__sympy-14166,1.000054717,0.825815737,1.241160294
sphinx-doc__sphinx-8599,0.010573545,0.008959591,0.01299018
scikit-learn__scikit-learn-25969,1.000019431,0.894195557,1.178880425
sympy__sympy-21527,0.008533135,0.007406861,0.010202989
psf__requests-1733,0.000600043,0.000547737,0.00070959
django__django-13012,0.009227538,0.007681251,0.011074567
django__django-12073,1.000110388,0.788423538,1.22591512
pylint-dev__pylint-4421,0.006134008,0.005137473,0.007558386
sphinx-doc__sphinx-9547,0.006844047,0.005099058,0.008422664
sympy__sympy-15198,1.000069499,0.907685697,1.1816892300000001
pytest-dev__pytest-11143,1.414223909,0.912810385,1.828802901
pytest-dev__pytest-6186,0.03244666,0.027532697,0.039682163
sphinx-doc__sphinx-9673,0.013517333,0.008599579,0.017652137
django__django-11555,1.000016212,0.747195661,1.277982941
sphinx-doc__sphinx-9309,0.013310524,0.010665804,0.016673066
django__django-16493,0.010394817,0.005663484,0.013506626
django__django-12407,1.000074625,0.395218492,1.363729122
astropy__astropy-12057,0.009219417,0.007154405,0.011443505
scikit-learn__scikit-learn-9775,1.414306283,0.801951528,1.875148821
django__django-12556,1.000021458,0.311731905,1.409839177
psf__requests-2393,1.000151277,0.693785965,1.281409948
scikit-learn__scikit-learn-10397,0.003846389,0.000438809,0.005242228
sympy__sympy-14104,0.000967941,0.000422478,0.001245168
sphinx-doc__sphinx-9180,0.013433568,0.011571884,0.015906672
django__django-15127,0.017709497,0.013178885,0.02203478
matplotlib__matplotlib-26089,0.004814125,0.00322625,0.006086612999999999
sympy__sympy-18922,1.000068665,0.202441737,1.4040679999999999
astropy__astropy-13638,1.000119448,0.17186977,1.330996642
pydata__xarray-7179,0.014608264,0.013277203,0.017263734
django__django-11383,0.008560327,0.002214104,0.011768939999999999
matplotlib__matplotlib-20676,1.000119448,0.409048706,1.408023995
sympy__sympy-17150,0.01546053,0.012692779,0.018717101
pylint-dev__pylint-5175,0.007401444,0.002135217,0.010158195
django__django-12869,1.000006795,0.849538505,1.2297288690000001
django__django-11214,0.008474567,0.005708277,0.010997548000000001
django__django-13448,0.002414675,0.002054989,0.0028343689999999998
sympy__sympy-24213,0.001402794,0.001149654,0.0016484429999999999
django__django-11099,0.019525982,0.012184948,0.025422443000000003
django__django-16145,0.014887062,0.013212681,0.01752961
scikit-learn__scikit-learn-11346,1.000071883,0.912783563,1.182708242
pylint-dev__pylint-6556,0.020790774,0.018233657,0.024780876
django__django-13992,1.0000453,0.799916744,1.244927389
pydata__xarray-4629,1.000067234,0.295565605,1.302445906
sphinx-doc__sphinx-8075,0.006187234,0.001222223,0.008404586
django__django-13066,0.00862411,0.006427526,0.011004785000000001
sphinx-doc__sphinx-8269,0.004238869,0.002008021,0.005669279
scikit-learn__scikit-learn-15028,1.000029325,0.88927114,1.1864775820000002
django__django-8119,1.000104189,0.889527857,1.178298137
pylint-dev__pylint-5951,0.003773661,0.003046334,0.004630299
django__django-13616,1.000072837,0.868465364,1.177506519
matplotlib__matplotlib-26342,0.017518565,0.014177114,0.021679649
pytest-dev__pytest-9064,0.001990438,0.000981539,0.0025901200000000004
matplotlib__matplotlib-25712,0.007332406,0.003862172,0.009808371
django__django-16902,0.007441805,0.002280176,0.010153471
sympy__sympy-11787,0.007524945,0.006461322,0.009093334
django__django-11903,1.000144839,0.338557065,1.29928378
django__django-13458,0.013038489,0.011023343,0.016069928
django__django-15252,0.012025208,0.007944405,0.015508122000000001
scikit-learn__scikit-learn-13143,0.001788182,3.73e-05,0.0025640439999999997
sympy__sympy-24325,0.001719253,0.001286179,0.002193861
psf__requests-1635,0.020489242,0.017792523,0.024676379000000002
django__django-15607,0.015828356,0.012690008,0.019771274999999998
sphinx-doc__sphinx-9997,0.012706518,0.010021299,0.015971941
django__django-12741,0.020634687,0.015485823,0.026281774
django__django-12630,1.000161171,0.847159028,1.1970772650000001
astropy__astropy-12318,0.002159384,0.001039892,0.002970561
sphinx-doc__sphinx-11312,0.010287199,0.005651683,0.013570914
scikit-learn__scikit-learn-10471,1.000298381,0.783517957,1.203804223
sympy__sympy-18477,0.025171883,0.020274967,0.031375123
psf__requests-2873,0.01769525,0.015349001,0.021254785999999998
sympy__sympy-15085,0.008063326,0.001114756,0.011369858
sympy__sympy-11862,0.002754839,0.002032012,0.003366323
django__django-14140,0.008558098,3.58e-06,0.011820528
scikit-learn__scikit-learn-25672,0.023074353,0.020974427,0.027269215
pytest-dev__pytest-8250,0.006315571,0.004458904,0.008069438
pytest-dev__pytest-7151,0.002327744,0.000127643,0.0031339740000000003
django__django-14411,1.000030875,0.89311254,1.178680432
matplotlib__matplotlib-24431,0.002126748,0.001230627,0.002867413
sphinx-doc__sphinx-9698,1.000129342,0.236656398,1.316281181
django__django-11087,1.000360847,0.749593854,1.250385224
matplotlib__matplotlib-21238,0.016972546,0.00301221,0.023948233000000003
sympy__sympy-11897,0.009270387,0.007644415,0.011290615
django__django-13551,1.000048041,0.799962938,1.209462303
scikit-learn__scikit-learn-14464,0.008950045,0.008086503,0.010567411
sphinx-doc__sphinx-9053,0.014162099,0.012897968,0.016741651
django__django-8961,0.007726355,0.003032684,0.010090669
matplotlib__matplotlib-25126,0.009623324,0.006108463,0.01278634
django__django-14855,0.013386898,0.010850459,0.01631655
sphinx-doc__sphinx-9461,0.008564101,0.007306874,0.010434984
sympy__sympy-18621,0.002931883,0.001938224,0.00382913
django__django-10643,1.000049591,0.764769495,1.273334497
sphinx-doc__sphinx-8125,0.011816045,0.004476756,0.016687628
pydata__xarray-3733,0.011404921,0.006504714,0.015033336
psf__requests-2931,0.008540127,0.004992664,0.010723088
scikit-learn__scikit-learn-10577,0.027855089,0.02089712,0.035243472
sympy__sympy-14711,0.000837742,0.000163376,0.001143687
django__django-11808,0.008043536,0.006417006,0.009523656
django__django-13426,0.002791933,0.001907587,0.003586713
sympy__sympy-17273,1.000178695,0.819464445,1.207966655
django__django-16527,0.020634972,0.018151551,0.02449749
django__django-15297,0.009459672,0.004606277,0.01278163
sympy__sympy-21614,0.003954881,0.00200069,0.005403071000000001
pytest-dev__pytest-5227,0.010183874,0.008690804,0.012144152000000002
pydata__xarray-4339,1.000132918,0.893193424,1.17894154
sphinx-doc__sphinx-7395,0.006249649,0.004250556,0.007861955
django__django-15698,0.00381187,0.001398474,0.005174224
django__django-16041,0.004933074,0.002252877,0.006566736
pydata__xarray-3302,1.000018477,0.89890331,1.1798346180000001
pytest-dev__pytest-8022,1.000019431,0.826672137,1.2308251229999998
matplotlib__matplotlib-25340,0.003286208,0.002412319,0.004060073
sympy__sympy-13574,0.008787814,0.005440921,0.011660334999999999
scikit-learn__scikit-learn-12860,1.414268851,0.908473849,1.879208827
astropy__astropy-12544,1.000077367,0.893197179,1.179193552
astropy__astropy-14508,0.005901452,0.004751265,0.007135459
pytest-dev__pytest-7499,0.004274372,0.000244051,0.00599098
sphinx-doc__sphinx-7356,1.000041842,0.888827205,1.1779149869999999
django__django-13233,1.00002408,0.877374947,1.184587324
sympy__sympy-13744,0.003182823,0.000213265,0.004226268
sphinx-doc__sphinx-11489,0.0141918,0.003781259,0.019339341
django__django-11244,0.012991023,0.011459291,0.015316975
django__django-15560,0.007280691,0.003572285,0.009399743
django__django-13490,0.008214158,0.000693619,0.010995752
mwaskom__seaborn-3217,0.008059638,0.007214665,0.009502558999999999
sympy__sympy-12472,0.019679137,0.017654777,0.02321008
pydata__xarray-4759,0.000744493,0.000114322,0.00103869
pydata__xarray-7444,0.001225609,0.00097692,0.001509571
sympy__sympy-20049,0.004166909,0.00306955,0.0049859959999999995
astropy__astropy-11693,0.012768671,0.006699383,0.01730797
scikit-learn__scikit-learn-12443,0.031020487,0.017488867,0.04182843
sympy__sympy-14976,0.004363681,0.00052458,0.005834253
scikit-learn__scikit-learn-13641,0.018081123,0.014818311,0.02189191
django__django-11333,1.414214969,0.903493643,1.8719234260000002
django__django-16111,1.000058413,0.823607564,1.2526386090000001
matplotlib__matplotlib-26300,0.011442424,0.010139972,0.013470412
django__django-14373,1.00007844,0.776592255,1.25552478
matplotlib__matplotlib-25079,0.001729465,0.00051111,0.00238995
django__django-14681,0.008955678,0.006381333,0.011007341
scikit-learn__scikit-learn-25973,0.008148124,0.003253996,0.011018481
pytest-dev__pytest-8463,0.012297678,0.005792052,0.016437948
django__django-16255,0.003521534,0.001735121,0.004881092
scikit-learn__scikit-learn-10377,0.004856428,0.00386858,0.005896314000000001
pytest-dev__pytest-10552,0.002331201,0.000317395,0.0031415440000000005
django__django-15682,0.012910464,0.010190636,0.016423967
django__django-16750,0.006772206,0.005109459,0.008618233
django__django-15018,0.007776825,0.000914127,0.010586296
pytest-dev__pytest-11044,0.014130569,0.007802486,0.018710769000000002
astropy__astropy-14528,0.003528444,0.00222078,0.004472647
django__django-13460,0.007153034,0.006446213,0.008442282
django__django-14351,1.00021255,0.346311748,1.308364262
django__django-12343,0.031385623,0.028277159,0.037041049
astropy__astropy-13803,0.014080051,0.012824625,0.016645
sympy__sympy-13647,0.004703241,0.004155517,0.005534338000000001
scikit-learn__scikit-learn-14309,0.009196919,0.005972236,0.012048357999999999
django__django-13807,0.005914575,0.004609346,0.007340092
django__django-7530,1.41426146,0.535776913,1.934846711
sympy__sympy-23191,0.004068269,0.000774801,0.005343105
sympy__sympy-17821,1.000061154,0.75917083,1.279633623
django__django-10390,0.002259,0.001829505,0.0026681680000000003
sympy__sympy-15222,0.025849581,0.02047354,0.032561028
django__django-14311,0.016703684,0.002215236,0.022608483999999998
sympy__sympy-12088,0.008162915,0.004955381,0.010470562
scikit-learn__scikit-learn-11264,0.006055496,0.000200599,0.008412347
scikit-learn__scikit-learn-11496,0.011727963,0.01042819,0.013818119
sphinx-doc__sphinx-8278,0.012195567,0.010297984,0.01449236
django__django-11276,0.009417041,0.008204639,0.011057968999999999
django__django-16429,0.015124604,0.013275683,0.017893961
django__django-14011,1.000024915,0.313062668,1.290840808
django__django-14608,0.020198015,0.011686385,0.026690362
django__django-14241,0.005108748,0.002044618,0.0067538599999999996
sympy__sympy-13146,0.022847772,0.016479313,0.029402167
matplotlib__matplotlib-25085,0.002323536,0.00100711,0.003221915
django__django-14014,0.037389543,0.019405901,0.050452663999999994
django__django-13553,0.0082685,0.006179184,0.010520781
django__django-11740,0.014061001,0.011313051,0.017211673
django__django-13952,1.000150323,0.142898917,1.366696486
scikit-learn__scikit-learn-10452,1.000049233,0.892258823,1.1785759539999998
scikit-learn__scikit-learn-13779,0.005270007,0.003852665,0.006286385
pytest-dev__pytest-5495,0.00982255,0.006604314,0.012401523999999999
django__django-11669,1.000126719,0.902046919,1.180647432
sympy__sympy-13903,1.414254665,0.889950395,1.848403704
pytest-dev__pytest-5356,0.018218841,0.015107572,0.021950515
scikit-learn__scikit-learn-14520,1.000041842,0.878843307,1.1762179149999998
sphinx-doc__sphinx-7462,0.016365625,0.014792919,0.019324245
django__django-13821,0.016527729,0.01441139,0.019516336000000002
sympy__sympy-16281,0.014234683,0.010967821,0.017452559
matplotlib__matplotlib-25334,0.011035139,0.005042046,0.014846135
matplotlib__matplotlib-26285,0.004407477,0.002573729,0.005735206
django__django-14787,0.007300972,0.006374627,0.008760338
django__django-12748,1.000093341,0.803363979,1.250552669
sympy__sympy-18810,0.014223975,0.006922305,0.018692952
django__django-16657,0.007773089,0.001234412,0.010279417
django__django-14558,0.005845337,0.004016399,0.00756806
scikit-learn__scikit-learn-13620,0.012142109,0.010801703,0.014302402
scikit-learn__scikit-learn-15512,0.008369171,0.006847113,0.010480058
sympy__sympy-12227,0.011758858,0.00285989,0.016007626
pallets__flask-4992,0.012007498,0.010196298,0.014046752
django__django-15521,0.01799467,0.015198857,0.021617297
scikit-learn__scikit-learn-14591,0.012893895,0.008583993,0.016653386
django__django-13085,0.015888913,0.010626853,0.019927134
sympy__sympy-13346,0.002721097,5.41e-05,0.003699215
pylint-dev__pylint-6386,0.009917902,0.004831046,0.013368069
django__django-15703,1.00002563,0.456174463,1.3945609390000002
sympy__sympy-18130,0.010846579,0.00160104,0.014988148
sphinx-doc__sphinx-9281,0.005860984,0.000381857,0.00784232
sympy__sympy-13619,0.023591075,0.00211665,0.03181499
pytest-dev__pytest-7046,0.025941314,0.002379239,0.034709551
matplotlib__matplotlib-25129,0.025700998,0.021602631,0.031819302
pallets__flask-4575,1.000225425,0.225862801,1.357872731
scikit-learn__scikit-learn-14908,0.023926185,0.002323538,0.032141291
astropy__astropy-13477,1.000003695,0.911419094,1.182291281
django__django-15569,1.000245333,0.810789704,1.21050501
matplotlib__matplotlib-25547,0.025170453,0.003444761,0.033645649
django__django-15678,0.014673185,0.011685401,0.018374914
django__django-13089,1.000391245,0.406227499,1.2839901150000002
django__django-14752,0.007015206,0.00603354,0.008325280000000001
django__django-15576,0.011143385,0.00406903,0.014804976000000001
django__django-11294,0.003769337,0.002318531,0.004971467
sympy__sympy-18273,0.000687549,0.000583798,0.0008385339999999999
sympy__sympy-12812,1.000043035,0.909308672,1.1819535110000001
django__django-16408,0.011202903,0.00206241,0.015968658
django__django-11283,0.022874385,0.011930823,0.030905639999999998
pylint-dev__pylint-5595,1.000058651,0.880310059,1.176201598
django__django-15799,0.019815069,0.017371029,0.02328931
sympy__sympy-12454,0.003496225,0.000910997,0.004677553
django__django-15375,0.012325621,0.000782043,0.016626078
matplotlib__matplotlib-26249,0.000935295,0.000253439,0.0012846860000000002
sympy__sympy-14531,0.004562054,0.000905722,0.005963836
django__django-16603,0.003963253,0.002338737,0.005075839
django__django-13145,1.000272393,0.201410383,1.3223462069999998
scikit-learn__scikit-learn-14053,0.00363805,0.003318638,0.004301772
sympy__sympy-15635,0.010302869,0.005978972,0.013284067
django__django-13786,0.016380774,0.012522489,0.020770352
django__django-14368,0.009060372,0.007264107,0.010910458000000001
pallets__flask-5063,0.015777357,0.0134646,0.019056435
django__django-15038,0.007024284,1.73e-05,0.009460505000000001
pydata__xarray-4966,0.004174807,0.001513541,0.005772152
django__django-11951,0.016478576,0.011469573,0.020997514000000002
django__django-5158,0.003297172,0.002419084,0.004213719
django__django-16649,1.00000453,0.904187739,1.180849029
django__django-14779,0.007003306,0.004754364,0.009051465
django__django-14374,1.00022018,0.804825425,1.23403942
pallets__flask-4074,0.013249437,0.010367274,0.016385166
django__django-11234,0.006882063,0.005889475,0.008059928
django__django-15240,0.015341977,0.012859285,0.018570743
sphinx-doc__sphinx-8771,1.000005245,0.90593338,1.181200708
matplotlib__matplotlib-23563,0.003154399,0.002701521,0.003817066
matplotlib__matplotlib-22929,0.008347245,0.000211537,0.011292166999999999
django__django-15481,0.012327347,0.010884434,0.014523552
django__django-14765,1.000079155,0.369642794,1.3632926300000001
scikit-learn__scikit-learn-13046,0.000422589,0.000183135,0.00057982
django__django-16629,0.010968928,0.009498447,0.013123022
django__django-11354,0.008372912,0.005766511,0.010986504
sympy__sympy-24353,0.002338866,0.001244783,0.003082851
matplotlib__matplotlib-26532,0.012271548,0.00529927,0.016796911
django__django-14983,1.000113606,0.731290042,1.25783531
django__django-11527,1.00014627,0.866435289,1.1736355749999998
sphinx-doc__sphinx-8731,0.009521779,0.006656885,0.011857017
django__django-15630,0.012733001,0.008216321,0.016810549
sympy__sympy-14248,0.012692311,0.00708881,0.016640678
django__django-11085,0.007679625,0.004821211,0.009867622
sphinx-doc__sphinx-9386,1.00001967,0.898703158,1.179790146
django__django-15499,1.000188589,0.55290401,1.295354973
matplotlib__matplotlib-25640,0.005274023,0.001579583,0.007134022
sympy__sympy-20741,0.00339259,0.001846075,0.004542054
psf__requests-1689,0.009006899,0.006220281,0.01136527
django__django-14444,1.000091076,0.009448955,1.427502602
pytest-dev__pytest-7490,1.414233327,0.910662055,1.883712024
django__django-11166,0.012790365,0.010109246,0.015447045
django__django-10680,0.010806318,0.008202046,0.013705005000000001
django__django-14430,0.017928589,0.012235016,0.022625989000000003
django__django-12513,1.000072241,0.866192043,1.174782009
django__django-14151,1.000142813,0.619920015,1.290862777
scikit-learn__scikit-learn-10306,0.010792148,0.007572383,0.01381638
sympy__sympy-18961,0.004201232,0.003705055,0.004942231
django__django-15324,0.008032569,0.00545612,0.010468617
django__django-17029,1.000056744,0.865374029,1.1869125450000002
astropy__astropy-13462,0.00803805,0.006830692,0.009886246999999999
matplotlib__matplotlib-19763,0.007446747,0.004587322,0.009870957
scikit-learn__scikit-learn-13472,0.002617809,0.000275135,0.003609696
sympy__sympy-13471,0.006332503,0.005398035,0.007480745
sympy__sympy-18109,0.017330009,0.015634656,0.020456910000000002
django__django-11389,0.026738532,0.020634949,0.033503606
sphinx-doc__sphinx-8611,1.000088215,0.678943694,1.320304379
sympy__sympy-16862,1.000091553,0.642344654,1.3300011550000002
pytest-dev__pytest-7314,0.011645173,0.00781548,0.014969044
pytest-dev__pytest-7186,0.007975128,0.001791686,0.010793921
pytest-dev__pytest-8124,0.021663634,0.018903494,0.02567579
scikit-learn__scikit-learn-13910,0.006665254,0.005084515,0.008450097
django__django-14267,0.006065461,0.001654029,0.008011922000000001
sphinx-doc__sphinx-8658,0.022455836,0.01982525,0.026420892
psf__requests-2413,0.010198447,0.007428765,0.013246384
pytest-dev__pytest-7352,0.03520238,0.00523898,0.046952178
matplotlib__matplotlib-24849,0.004663849,0.003120393,0.006095374000000001
pydata__xarray-7003,0.012689706,0.009476036,0.016086312
django__django-14751,1.000016928,0.896509707,1.179333341
matplotlib__matplotlib-26472,0.010296934,0.008984625,0.012093859
scikit-learn__scikit-learn-12471,0.008795599,0.007130772,0.010484437
pytest-dev__pytest-8861,0.006411283,0.001098245,0.009092157
sympy__sympy-14575,0.007453207,0.002090484,0.01050273
astropy__astropy-14966,0.001400433,0.000424266,0.001926325
sympy__sympy-16792,0.007466034,0.006525666,0.008771197
pydata__xarray-4819,0.014583508,0.009975493,0.018318842000000002
sympy__sympy-19713,0.002803827,0.000698537,0.003984786000000001
scikit-learn__scikit-learn-10198,0.018104926,0.010519445,0.023188123
sphinx-doc__sphinx-9234,0.007572979,0.006358355,0.008966738
django__django-12430,0.017709874,0.01572302,0.02085924
django__django-11433,0.012114435,0.007795483,0.015809184
sympy__sympy-17239,0.004176305,0.002163142,0.005578987
django__django-11727,0.029985426,0.026922643,0.035369949
django__django-16281,0.021270115,0.019190103,0.025108146999999997
django__django-12733,1.000015616,0.912417948,1.182517093
sphinx-doc__sphinx-7380,0.015012894,0.007810771,0.020282606
sympy__sympy-20691,1.00020051,0.778243721,1.194363914
pydata__xarray-6999,0.001784596,0.001612633,0.002107075
matplotlib__matplotlib-23057,0.005022252,0.002285957,0.0066895669999999996
django__django-14997,0.018585306,0.004805505,0.025497138
sympy__sympy-24066,0.005442806,0.004329979,0.0066624779999999995
astropy__astropy-14413,0.006773625,0.005202144,0.008399634
django__django-13023,1.414359808,0.729132891,1.8961117829999998
sympy__sympy-21931,1.000009418,0.909193635,1.181858859
django__django-16082,0.02039548,0.013390958,0.026767419
django__django-14954,0.020415287,0.016620487,0.025224828
scikit-learn__scikit-learn-14125,1.000113368,0.601300478,1.3396657410000001
sympy__sympy-16503,0.010071113,0.006942481,0.013085689
matplotlib__matplotlib-25346,0.002340254,0.000763476,0.0032225279999999997
matplotlib__matplotlib-26078,0.007223417,0.000813693,0.009778984000000001
django__django-14313,0.007547706,0.006163925,0.009021842
matplotlib__matplotlib-26291,0.001309365,1.65e-05,0.0017711340000000002
scikit-learn__scikit-learn-14710,1.000000715,0.91253829,1.182509231
django__django-12113,0.037426323,0.006441683,0.049778706
sphinx-doc__sphinx-10435,0.006942714,0.005938411,0.00842138
pytest-dev__pytest-8055,0.026312316,0.021137148,0.032845694
pydata__xarray-3305,0.003942028,0.003397763,0.004621587
django__django-15248,0.011047274,0.004873753,0.014936853
pylint-dev__pylint-4661,1.000027418,0.795040429,1.194905994
django__django-11049,0.011477252,0.009258062,0.013728525
sphinx-doc__sphinx-7615,1.000045419,0.701581836,1.2834293470000002
psf__requests-3362,1.000143766,0.774675548,1.2026112740000001
django__django-15316,1.000344276,0.772786677,1.2484050450000002
sympy__sympy-18763,0.021876585,0.01955682,0.025787985
astropy__astropy-14371,1.000217438,0.908529878,1.18213228
django__django-12591,1.00002408,0.897222102,1.179503615
django__django-11820,0.017011654,0.011354923,0.022362202
scikit-learn__scikit-learn-14894,0.000661546,0.000223368,0.000885624
sphinx-doc__sphinx-8697,0.025306597,0.020871907,0.031046423
scikit-learn__scikit-learn-26400,1.000007629,0.312295914,1.398207795
pytest-dev__pytest-9249,0.010532145,0.004145324,0.014266376
astropy__astropy-7671,0.002970839,0.001792938,0.003865755
django__django-12774,0.002790853,0.002012551,0.003624591
sympy__sympy-20565,0.019803522,0.010715127,0.027111165
pytest-dev__pytest-5787,0.004497204,0.001959115,0.006064419000000001
matplotlib__matplotlib-24604,1.000131845,0.840465724,1.218126773
sympy__sympy-16766,0.008772516,0.005434841,0.011599802999999999
django__django-11019,0.004789082,3.84e-05,0.006846491
sphinx-doc__sphinx-7305,0.017913917,0.01555413,0.021654865000000002
astropy__astropy-14628,0.016592445,0.009999543,0.020765253
sympy__sympy-20134,0.004724113,0.000238448,0.006517200000000001
django__django-11603,0.020045199,0.014183193,0.025519111
django__django-12663,0.001551678,0.000845104,0.002005323
matplotlib__matplotlib-24013,0.006735818,0.004950434,0.008697139
django__django-12225,0.013410317,0.010048091,0.0171391
pytest-dev__pytest-7939,0.007451206,0.006525874,0.008756351
django__django-13449,1.000093818,0.590277433,1.3351190720000001
django__django-15139,1.00010097,0.862311602,1.191661424
scikit-learn__scikit-learn-10483,1.414298177,0.727853537,1.875898439
django__django-11790,1.000059724,0.90584892,1.181312232
sympy__sympy-24909,0.010779813,0.008529395,0.012668213
django__django-11281,1.000048161,0.899445534,1.1800121590000001
django__django-11815,0.005671992,0.002291709,0.007868751
scikit-learn__scikit-learn-12557,1.000063062,0.90029788,1.180242071
matplotlib__matplotlib-25499,0.004591123,0.001809061,0.00625631
django__django-16053,0.017567577,0.007531136,0.023935737000000002
pydata__xarray-7089,1.414404631,0.815454483,1.860102058
django__django-11270,0.02023576,0.014727354,0.025937546
matplotlib__matplotlib-25238,0.022774663,0.01869908,0.026874557
django__django-13560,0.011396184,0.005844742,0.014975717
django__django-13512,1.000042439,0.896106303,1.179349763
sympy__sympy-13806,1.414245725,0.911818087,1.878848279
django__django-15268,0.010948132,0.009429157,0.012833951
pytest-dev__pytest-7432,0.0121736,0.005829453,0.015846706
pydata__xarray-5731,0.001157159,0.000848353,0.0014347560000000001
scikit-learn__scikit-learn-15119,0.016699133,0.013902217,0.019970540000000002
django__django-15503,0.004854327,0.000361174,0.006709140000000001
matplotlib__matplotlib-13989,1.000022292,0.908221602,1.181692467
scikit-learn__scikit-learn-15086,0.00631545,0.005383343,0.007567738
astropy__astropy-7973,1.000049353,0.874346793,1.175003245
django__django-11620,1.00005734,0.731655836,1.275238164
sympy__sympy-12529,0.022819569,0.018336922,0.02837136
pydata__xarray-4939,0.003635822,0.002409816,0.004656134
django__django-12050,0.024057837,0.018363893,0.030602843999999997
sphinx-doc__sphinx-11550,0.001203025,0.000807256,0.0014779749999999999
matplotlib__matplotlib-23088,0.006678444,0.004327565,0.008719754
scikit-learn__scikit-learn-10428,0.012420528,0.008254409,0.016420113
scikit-learn__scikit-learn-10899,0.015695376,0.014118314,0.018519003
pytest-dev__pytest-8641,0.023390615,0.018935531,0.028492796
astropy__astropy-14096,0.005889416,0.003386945,0.007833421
django__django-15278,0.003889562,0.00010404,0.00533572
django__django-14935,0.008057822,0.003204614,0.011081357
django__django-10426,1.000206113,0.812840164,1.225901892
django__django-14919,1.000018358,0.877415657,1.17551773
